10:56:32,3.297,3.277,3.3,3.271,3.299,3.299,3.305,3.301,3.3,3.281,2.95,3.282,3.288,3.298,3.299,3.275
10:56:40,3.297,3.277,3.3,3.271,3.3,3.299,3.304,3.301,3.3,3.282,2.951,3.282,3.289,3.298,3.299,3.276
10:56:47,3.297,3.277,3.301,3.272,3.3,3.299,3.304,3.301,3.3,3.282,2.951,3.282,3.289,3.298,3.299,3.276
10:56:56,3.297,3.277,3.301,3.271,3.3,3.299,3.304,3.301,3.3,3.282,2.951,3.282,3.288,3.298,3.299,3.276
10:57:03,3.298,3.277,3.301,3.272,3.3,3.299,3.305,3.301,3.3,3.282,2.95,3.282,3.288,3.298,3.299,3.276
10:57:23,3.297,3.277,3.301,3.272,3.3,3.299,3.305,3.301,3.3,3.282,2.95,3.282,3.288,3.298,3.299,3.276
10:57:32,3.297,3.277,3.301,3.272,3.3,3.299,3.305,3.301,3.3,3.282,2.951,3.282,3.289,3.298,3.299,3.276
10:57:40,3.298,3.277,3.301,3.272,3.3,3.299,3.305,3.301,3.3,3.282,2.951,3.282,3.288,3.298,3.299,3.276
10:57:47,3.298,3.277,3.301,3.272,3.3,3.299,3.304,3.301,3.3,3.282,2.95,3.282,3.288,3.298,3.299,3.276
10:57:56,3.298,3.277,3.301,3.272,3.3,3.299,3.304,3.301,3.3,3.282,2.95,3.282,3.288,3.298,3.299,3.276
10:58:03,3.298,3.277,3.301,3.272,3.3,3.299,3.305,3.301,3.3,3.282,2.951,3.282,3.288,3.298,3.299,3.276
10:58:10,3.298,3.278,3.301,3.272,3.3,3.299,3.305,3.301,3.3,3.282,2.951,3.282,3.289,3.298,3.299,3.276
10:58:19,3.298,3.277,3.301,3.272,3.3,3.299,3.304,3.301,3.3,3.282,2.95,3.282,3.288,3.298,3.299,3.276
10:58:27,3.298,3.277,3.301,3.272,3.3,3.299,3.305,3.301,3.3,3.282,2.95,3.282,3.288,3.298,3.299,3.276
10:58:35,3.298,3.277,3.301,3.272,3.3,3.299,3.305,3.301,3.3,3.282,2.95,3.282,3.288,3.298,3.299,3.276
10:58:43,3.298,3.277,3.301,3.272,3.3,3.299,3.304,3.301,3.3,3.282,2.95,3.282,3.288,3.298,3.299,3.276
